2019/9/1	8	二	1400米	(100-80)	好	田草B	8	4	勁無比(B034)	利敬國	羅富全	122	1075	2	4-1/2	8 8 8 8	1:22.07	5.9	2nd Hot	-	2	V	5	86	0	沙田	2.71							
2019/9/1	8	二	1400米	(100-80)	好	田草B	9	5	得勝駒(B112)	潘頓	韋達	121	1114	5	4-1/2	9 9 9 9	1:22.08	3.1	1st Hot	Big(PQ)	1	B/XB/TT-	5	85	0	沙田	2.71							
2019/9/1	8	二	1400米	(100-80)	好	田草B	10	12	一舖縱橫(B385)	楊明綸	丁冠豪	115	1042	10	4-1/2	1 1 1 10	1:22.08	22	-	-	1	H/TT	5	81	0	沙田	2.71							
2019/9/1	8	二	1400米	(100-80)	好	田草B	11	3	勇猛神駒(C462)	薛恩	沈集成	122	1127	9	6-1/2	6 6 6 11	1:22.37	66	-	-	2	TT1	4	86	0	沙田	2.71							
2019/9/1	8	二	1400米	(100-80)	好	田草B	12	7	精彩輝煌(B411)	田泰安	方嘉柏	121	1080	12	7-1/2	12 12 12 12	1:22.56	123	-	-	1	 	5	85	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	1	1	萬事叻(C022)	陳嘉熙	告東尼	123	1133	3	-	1 1 1	0:56.91	13	-	-	1	B/TT	5	80	0	沙田	2.71	26.5			477.5	116.0	327.5	
2019/9/1	9	三	1000米	(80-60)	好	田草B	2	8	極速前進(V390)	梁家俊	容天鵬	118	1234	2	短馬頭位	3 3 2	0:56.92	10	-	-	1	V/TT	6	65	0	沙田	2.71		21.5		477.5	116.0		245.5
2019/9/1	9	三	1000米	(80-60)	好	田草B	3	4	追風者(B414)	薛恩	丁冠豪	126	1112	11	頸位	8 6 3	0:56.98	25	-	-	1	B-	5	73	0	沙田	2.71			49.0			327.5	245.5
2019/9/1	9	三	1000米	(80-60)	好	田草B	4	3	京京千里(V328)	潘頓	賀賢	126	1078	12	2-3/4	4 4 4	0:57.33	5.4	2nd Hot	-	+ 1	CP	-	73	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	5	10	神威敖翔(V150)	何澤堯	方嘉柏	117	1167	4	2-3/4	11 12 5	0:57.34	16	-	-	1	PC/TT	-	64	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	6	11	正陽清風(B343)	蔡明紹	姚本輝	115	1149	7	3	12 11 6	0:57.40	31	-	-	+ 1	B	5	62	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	7	9	連利福將(B475)	潘明輝	葉楚航	114	1068	10	4-3/4	5 8 7	0:57.65	20	-	-	1	 	4	64	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	8	7	知道必勝(C383)	莫雷拉	沈集成	121	1190	5	5-1/4	7 5 8	0:57.77	1.6	1st Hot	-	+ 1	TT	3	68	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	9	2	神舟寶駒(C269)	沈拿	徐雨石	132	1177	6	6-1/2	10 10 9	0:57.95	175	-	-	1	 	6	79	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	10	6	夢幻仙子(V222)	田泰安	蘇偉賢	121	1155	9	8-1/4	9 7 10	0:58.23	42	-	-	1	TT	7	68	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	11	5	美麗天驕(C274)	利敬國	約翰摩亞	124	1089	8	9-3/4	2 2 11	0:58.49	28	-	-	1	CP/TT1	-	71	0	沙田	2.71							
2019/9/1	9	三	1000米	(80-60)	好	田草B	12	12	威先生(T334)	黎海榮	何良	114	1246	1	11-1/2	6 9 12	0:58.75	143	-	-	1	H2/P2	-	61	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	1	5	蟲草之星(B070)	何澤堯	呂健威	126	1174	6	-	4 3 1 1	1:21.60	3.5	1st Hot	-	+ 1	B	5	72	0	沙田	2.71	14.0			164.5	61.5	72.5	
2019/9/1	10	三	1400米	(80-60)	好	田草B	2	7	全民佳知(C288)	潘頓	告東尼	123	1113	3	1	5 6 5 2	1:21.76	9.3	-	-	1	CP/H/TT	4	69	0	沙田	2.71		29.5		164.5	61.5		158.0
2019/9/1	10	三	1400米	(80-60)	好	田草B	3	1	帝豪寶寶(A050)	巫顯東	沈集成	130	1150	10	2	11 10 7 3	1:21.92	11	-	-	1	B/TT	6	79	0	沙田	2.71			36.0			72.5	158.0
2019/9/1	10	三	1400米	(80-60)	好	田草B	4	10	美麗日子(B076)	楊明綸	容天鵬	116	1126	7	2-1/4	1 1 2 4	1:21.95	6.9	-	-	+ 1	B/H	6	64	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	5	9	蒙古傳奇(B317)	莫雷拉	徐雨石	121	1130	2	2-1/2	10 11 9 5	1:21.99	4.5	2nd Hot	-	+ 1	 	6	67	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	6	13	歡樂小子(S235)	黎海榮	文家良	118	1264	1	3-3/4	7 8 8 6	1:22.21	34	-	-	+ 1	V	9	64	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	7	6	首飾大帝(V333)	薛恩	蔡約翰	126	1146	5	4-1/2	8 7 10 7	1:22.32	57	-	-	+ 1	B	-	72	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	8	14	好計(B432)	蔡明紹	方嘉柏	116	1065	4	4-1/2	12 12 12 8	1:22.33	31	-	-	1	V/XB	5	62	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	9	11	鴻圖巨星(C163)	陳嘉熙	羅富全	108	1033	13	4-3/4	3 4 4 9	1:22.37	54	-	-	+ 1	H	5	64	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	10	8	美麗動力(B149)	田泰安	約翰摩亞	121	1073	8	5	2 2 3 10	1:22.38	6.3	-	-	+ 1	B/TT	-	67	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	11	3	共創歡樂(C210)	郭能	何良	129	1035	11	5-1/2	9 9 11 11	1:22.47	285	-	-	1	H/SR	5	75	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	12	2	中華之光(A168)	蘇狄雄	葉楚航	128	1090	9	7-1/4	13 14 13 12	1:22.76	199	-	-	1	P-/TT	6	76	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	13	12	大聚會(V293)	希威森	高伯新	118	1074	12	9	14 13 14 13	1:23.04	175	-	-	1	CP	7	64	0	沙田	2.71							
2019/9/1	10	三	1400米	(80-60)	好	田草B	14	4	利害了(C367)	史卓豐	韋達	129	1089	14	9-1/2	6 5 6 14	1:23.13	9.9	-	-	1	CP-/B1	4	75	0	沙田	2.71							
2019/9/8	1	五	1200米	(40-0)	好	田泥	1	2	福喜多多(B128)	莫雷拉	呂健威	133	1106	1	-	4 4 1	1:09.52	2.9	1st Hot	-	+ 1	B1	5	40	0	沙田	2.7	14.0			53.5	22.0	23.5	
2019/9/8	1	五	1200米	(40-0)	好	田泥	2	6	洪荒駿駒(A031)	薛恩	徐雨石	128	1117	2	1-3/4	6 5 2	1:09.81	3	2nd Hot	-	+ 1	V	6	35	0	沙田	2.7		12.5		53.5	22.0		25.5
2019/9/8	1	五	1200米	(40-0)	好	田泥	3	1	勁快步(A053)	潘頓	高伯新	133	1130	6	2-1/2	1 1 3	1:09.90	4.2	-	-	+ 1	B	7	40	0	沙田	2.7			15.0			23.5	25.5
2019/9/8	1	五	1200米	(40-0)	好	田泥	4	10	樂無極(B277)	潘明輝	文家良	115	1077	5	4	2 2 4	1:10.17	17	-	-	1	B-/V1	5	25	0	沙田	2.7							
2019/9/8	1	五	1200米	(40-0)	好	田泥	5	5	蜜運(B341)	蘇狄雄	葉楚航	128	1040	3	4-3/4	8 6 5	1:10.29	53	-	-	1	H-/B/TT	-	37	0	沙田	2.7							
2019/9/8	1	五	1200米	(40-0)	好	田泥	6	9	聚歡笑(T282)	田泰安	蘇保羅	122	1016	7	7-3/4	3 3 6	1:10.77	21	-	-	1	B/H	-	29	0	沙田	2.7							
2019/9/8	1	五	1200米	(40-0)	好	田泥	7	8	砂漿邦(A097)	黎海榮	何良	127	1119	4	9-3/4	5 7 7	1:11.09	17	-	-	+ 1	TT-	-	34	0	沙田	2.7							
